scenario,mode,category,test_name,cluster_size,repetition,size_bytes,time_ms
auction_160,weak,peek_serving,peek_index_key_slow_path,400cc,9,5441199510,107
auction_160,weak,peek_serving,peek_index_key_fast_path,400cc,0,5441254592,114
auction_160,weak,peek_serving,peek_index_key_fast_path,400cc,1,5441278193,106
auction_160,weak,peek_serving,peek_index_key_fast_path,400cc,2,5441312813,106
auction_160,weak,peek_serving,peek_index_key_fast_path,400cc,3,5441328890,106
auction_160,weak,peek_serving,peek_index_key_fast_path,400cc,4,5441385552,107
auction_160,weak,peek_serving,peek_index_key_fast_path,400cc,5,5441406855,106
auction_160,weak,peek_serving,peek_index_key_fast_path,400cc,6,5441464103,105
auction_160,weak,peek_serving,peek_index_key_fast_path,400cc,7,5441509006,105
auction_160,weak,peek_serving,peek_index_key_fast_path,400cc,8,5441519048,105
auction_160,weak,peek_serving,peek_index_key_fast_path,400cc,9,5441554716,105
auction_160,weak,peek_serving,peek_index_non_key_slow_path,400cc,0,5441748420,8330
auction_160,weak,peek_serving,peek_index_non_key_fast_path,400cc,0,5441852004,7882
auction_160,weak,primitive_operators,bids_max,400cc,0,5442146812,20495
auction_160,weak,primitive_operators,bids_sum,400cc,0,5442426450,18480
auction_160,weak,composite_operators,bids_count_max_sum_min,400cc,0,5444218869,118440
auction_160,weak,primitive_operators,join,400cc,0,5444433721,10939
auction_160,weak,composite_operators,join_max,400cc,0,5445465831,74311
auction_160,weak,peek_serving,index_restart,400cc,0,0,272
auction_320,weak,arrangement_formation,create_index_primary_key,800cc,0,10726738187,51306
auction_320,weak,arrangement_formation,create_index_foreign_key,800cc,0,10727376412,42984
auction_320,weak,peek_serving,peek_index_key_slow_path,800cc,0,10727394660,108
auction_320,weak,peek_serving,peek_index_key_slow_path,800cc,1,10727420160,108
auction_320,weak,peek_serving,peek_index_key_slow_path,800cc,2,10727456890,108
auction_320,weak,peek_serving,peek_index_key_slow_path,800cc,3,10727497523,108
auction_320,weak,peek_serving,peek_index_key_slow_path,800cc,4,10727534545,108
auction_320,weak,peek_serving,peek_index_key_slow_path,800cc,5,10727562064,107
auction_320,weak,peek_serving,peek_index_key_slow_path,800cc,6,10727583900,109
auction_320,weak,peek_serving,peek_index_key_slow_path,800cc,7,10727602009,108
auction_320,weak,peek_serving,peek_index_key_slow_path,800cc,8,10727628859,108
auction_320,weak,peek_serving,peek_index_key_slow_path,800cc,9,10727677539,108
auction_320,weak,peek_serving,peek_index_key_fast_path,800cc,0,10727691356,106
auction_320,weak,peek_serving,peek_index_key_fast_path,800cc,1,10727713136,106
auction_320,weak,peek_serving,peek_index_key_fast_path,800cc,2,10727733452,106
auction_320,weak,peek_serving,peek_index_key_fast_path,800cc,3,10727768495,105
auction_320,weak,peek_serving,peek_index_key_fast_path,800cc,4,10727794131,106
auction_320,weak,peek_serving,peek_index_key_fast_path,800cc,5,10727836780,107
auction_320,weak,peek_serving,peek_index_key_fast_path,800cc,6,10727876083,105
auction_320,weak,peek_serving,peek_index_key_fast_path,800cc,7,10727916723,106
auction_320,weak,peek_serving,peek_index_key_fast_path,800cc,8,10727930386,105
auction_320,weak,peek_serving,peek_index_key_fast_path,800cc,9,10727963457,106
auction_320,weak,peek_serving,peek_index_non_key_slow_path,800cc,0,10728142716,8321
auction_320,weak,peek_serving,peek_index_non_key_fast_path,800cc,0,10728258866,7720
auction_320,weak,primitive_operators,bids_max,800cc,0,10728556206,21522
auction_320,weak,primitive_operators,bids_sum,800cc,0,10728774590,18566
auction_320,weak,composite_operators,bids_count_max_sum_min,800cc,0,10730571850,114116
auction_320,weak,primitive_operators,join,800cc,0,10730739327,12511
auction_320,weak,composite_operators,join_max,800cc,0,10732083879,90520
auction_320,weak,peek_serving,index_restart,800cc,0,0,276
auction_640,weak,arrangement_formation,create_index_primary_key,1600cc,0,21298784396,63343
auction_640,weak,arrangement_formation,create_index_foreign_key,1600cc,0,21299451446,46305
auction_640,weak,peek_serving,peek_index_key_slow_path,1600cc,0,21299508162,107
auction_640,weak,peek_serving,peek_index_key_slow_path,1600cc,1,21299529405,108
auction_640,weak,peek_serving,peek_index_key_slow_path,1600cc,2,21299553961,106
auction_640,weak,peek_serving,peek_index_key_slow_path,1600cc,3,21299593811,118
auction_640,weak,peek_serving,peek_index_key_slow_path,1600cc,4,21299623198,107
auction_640,weak,peek_serving,peek_index_key_slow_path,1600cc,5,21299657305,108
auction_640,weak,peek_serving,peek_index_key_slow_path,1600cc,6,21299682525,108
auction_640,weak,peek_serving,peek_index_key_slow_path,1600cc,7,21299694439,106
auction_640,weak,peek_serving,peek_index_key_slow_path,1600cc,8,21299755887,107
auction_640,weak,peek_serving,peek_index_key_slow_path,1600cc,9,21299796851,108
auction_640,weak,peek_serving,peek_index_key_fast_path,1600cc,0,21299817274,105
auction_640,weak,peek_serving,peek_index_key_fast_path,1600cc,1,21299835098,106
auction_640,weak,peek_serving,peek_index_key_fast_path,1600cc,2,21299836442,106
auction_640,weak,peek_serving,peek_index_key_fast_path,1600cc,3,21299863065,105
auction_640,weak,peek_serving,peek_index_key_fast_path,1600cc,4,21299906337,104
auction_640,weak,peek_serving,peek_index_key_fast_path,1600cc,5,21299923513,106
auction_640,weak,peek_serving,peek_index_key_fast_path,1600cc,6,21299959690,105
auction_640,weak,peek_serving,peek_index_key_fast_path,1600cc,7,21299979603,105
auction_640,weak,peek_serving,peek_index_key_fast_path,1600cc,8,21300017370,106
auction_640,weak,peek_serving,peek_index_key_fast_path,1600cc,9,21300056748,105
auction_640,weak,peek_serving,peek_index_non_key_slow_path,1600cc,0,21300184482,9054
auction_640,weak,peek_serving,peek_index_non_key_fast_path,1600cc,0,21300318684,7861
auction_640,weak,primitive_operators,bids_max,1600cc,0,21300638823,22757
auction_640,weak,primitive_operators,bids_sum,1600cc,0,21300906547,19162
auction_640,weak,composite_operators,bids_count_max_sum_min,1600cc,0,21302679889,121133
auction_640,weak,primitive_operators,join,1600cc,0,21302836428,13908
auction_640,weak,composite_operators,join_max,1600cc,0,21304783650,126105
auction_640,weak,peek_serving,index_restart,1600cc,0,0,274
auction_1280,weak,arrangement_formation,create_index_primary_key,3200cc,0,42433053044,82199
auction_1280,weak,arrangement_formation,create_index_foreign_key,3200cc,0,42433757446,51670
auction_1280,weak,peek_serving,peek_index_key_slow_path,3200cc,0,42433822587,108
auction_1280,weak,peek_serving,peek_index_key_slow_path,3200cc,1,42433856075,107
auction_1280,weak,peek_serving,peek_index_key_slow_path,3200cc,2,42433887602,107
auction_1280,weak,peek_serving,peek_index_key_slow_path,3200cc,3,42433890305,107
auction_1280,weak,peek_serving,peek_index_key_slow_path,3200cc,4,42433936479,108
auction_1280,weak,peek_serving,peek_index_key_slow_path,3200cc,5,42433967250,109
auction_1280,weak,peek_serving,peek_index_key_slow_path,3200cc,6,42433996915,108
auction_1280,weak,peek_serving,peek_index_key_slow_path,3200cc,7,42434014301,109
auction_1280,weak,peek_serving,peek_index_key_slow_path,3200cc,8,42434051411,108
auction_1280,weak,peek_serving,peek_index_key_slow_path,3200cc,9,42434069028,107
auction_1280,weak,peek_serving,peek_index_key_fast_path,3200cc,0,42434091626,106
auction_1280,weak,peek_serving,peek_index_key_fast_path,3200cc,1,42434103588,107
auction_1280,weak,peek_serving,peek_index_key_fast_path,3200cc,2,42434142652,106
auction_1280,weak,peek_serving,peek_index_key_fast_path,3200cc,3,42434170122,108
auction_1280,weak,peek_serving,peek_index_key_fast_path,3200cc,4,42434194231,107
auction_1280,weak,peek_serving,peek_index_key_fast_path,3200cc,5,42434213553,107
auction_1280,weak,peek_serving,peek_index_key_fast_path,3200cc,6,42434244783,106
auction_1280,weak,peek_serving,peek_index_key_fast_path,3200cc,7,42434248601,104
auction_1280,weak,peek_serving,peek_index_key_fast_path,3200cc,8,42434266310,105
auction_1280,weak,peek_serving,peek_index_key_fast_path,3200cc,9,42434292016,113
auction_1280,weak,peek_serving,peek_index_non_key_slow_path,3200cc,0,42434478304,8600
auction_1280,weak,peek_serving,peek_index_non_key_fast_path,3200cc,0,42434581129,7784
auction_1280,weak,primitive_operators,bids_max,3200cc,0,42434936155,24719
auction_1280,weak,primitive_operators,bids_sum,3200cc,0,42435253109,19565
auction_1280,weak,composite_operators,bids_count_max_sum_min,3200cc,0,42437171999,131700
auction_1280,weak,primitive_operators,join,3200cc,0,42437412360,17378
auction_1280,weak,composite_operators,join_max,3200cc,0,42440405738,210865
auction_1280,weak,peek_serving,index_restart,3200cc,0,0,267
